Headline,Summary,Link,Ticker,RetrievalScore,Sentiment
"DB Corp Standalone March 2025 Net Sales at Rs 547.69 crore, down 11.26% Y-o-Y",,https://www.moneycontrol.com/news/business/earnings/db-corp-standalone-march-2025-net-sales-at-rs-547-69-crore-down-11-26-y-o-y-13017296.html,BANCOINDIA.NS,0.544,negative
"DB Corp Standalone March 2025 Net Sales at Rs 547.69 crore, down 11.26% Y-o-Y",,https://www.moneycontrol.com/news/business/earnings/db-corp-standalone-march-2025-net-sales-at-rs-547-69-crore-down-11-26-y-o-y-13017296.html,HINDPETRO.NS,0.543,negative
"Lakshmi Elec Standalone March 2025 Net Sales at Rs 58.10 crore, down 6.21% Y-o-Y",,https://www.moneycontrol.com/news/business/earnings/lakshmi-elec-standalone-march-2025-net-sales-at-rs-58-10-crore-down-6-21-y-o-y-13017295.html,JKLAKSHMI.NS,0.578,negative
"Lakshmi Elec Standalone March 2025 Net Sales at Rs 58.10 crore, down 6.21% Y-o-Y",,https://www.moneycontrol.com/news/business/earnings/lakshmi-elec-standalone-march-2025-net-sales-at-rs-58-10-crore-down-6-21-y-o-y-13017295.html,IEX.NS,0.577,negative
"Lakshmi Elec Standalone March 2025 Net Sales at Rs 58.10 crore, down 6.21% Y-o-Y",,https://www.moneycontrol.com/news/business/earnings/lakshmi-elec-standalone-march-2025-net-sales-at-rs-58-10-crore-down-6-21-y-o-y-13017295.html,ORIENTELEC.NS,0.568,negative
"Lakshmi Elec Standalone March 2025 Net Sales at Rs 58.10 crore, down 6.21% Y-o-Y",,https://www.moneycontrol.com/news/business/earnings/lakshmi-elec-standalone-march-2025-net-sales-at-rs-58-10-crore-down-6-21-y-o-y-13017295.html,HPL.NS,0.568,negative
"Lakshmi Elec Standalone March 2025 Net Sales at Rs 58.10 crore, down 6.21% Y-o-Y",,https://www.moneycontrol.com/news/business/earnings/lakshmi-elec-standalone-march-2025-net-sales-at-rs-58-10-crore-down-6-21-y-o-y-13017295.html,HINDPETRO.NS,0.568,negative
"Bodhtree Cons Standalone March 2025 Net Sales at Rs 0.65 crore, down 94.68% Y-o-Y",,https://www.moneycontrol.com/news/business/earnings/bodhtree-cons-standalone-march-2025-net-sales-at-rs-0-65-crore-down-94-68-y-o-y-13017294.html,PSB.NS,0.525,negative
"Bodhtree Cons Standalone March 2025 Net Sales at Rs 0.65 crore, down 94.68% Y-o-Y",,https://www.moneycontrol.com/news/business/earnings/bodhtree-cons-standalone-march-2025-net-sales-at-rs-0-65-crore-down-94-68-y-o-y-13017294.html,ORIENTELEC.NS,0.523,negative
"Bodhtree Cons Standalone March 2025 Net Sales at Rs 0.65 crore, down 94.68% Y-o-Y",,https://www.moneycontrol.com/news/business/earnings/bodhtree-cons-standalone-march-2025-net-sales-at-rs-0-65-crore-down-94-68-y-o-y-13017294.html,ICIL.NS,0.521,negative
"Bodhtree Cons Standalone March 2025 Net Sales at Rs 0.65 crore, down 94.68% Y-o-Y",,https://www.moneycontrol.com/news/business/earnings/bodhtree-cons-standalone-march-2025-net-sales-at-rs-0-65-crore-down-94-68-y-o-y-13017294.html,SDBL.NS,0.52,negative
"Bodhtree Cons Standalone March 2025 Net Sales at Rs 0.65 crore, down 94.68% Y-o-Y",,https://www.moneycontrol.com/news/business/earnings/bodhtree-cons-standalone-march-2025-net-sales-at-rs-0-65-crore-down-94-68-y-o-y-13017294.html,TATACONSUM.NS,0.52,negative
TVS Motor Company Shares Decline by 3.19% in Today's Session,"Despite the day's decline, TVS Motor Company's strong financial foundation and positive market sentiment suggest potential for recovery and growth.",https://www.moneycontrol.com/news/business/markets/tvs-motor-company-shares-decline-by-3-19-in-today-s-session-alpha-article-13017259.html,TVSMOTOR.NS,0.523,negative
TVS Motor Company Shares Decline by 3.19% in Today's Session,"Despite the day's decline, TVS Motor Company's strong financial foundation and positive market sentiment suggest potential for recovery and growth.",https://www.moneycontrol.com/news/business/markets/tvs-motor-company-shares-decline-by-3-19-in-today-s-session-alpha-article-13017259.html,TATAMOTORS.NS,0.504,negative
TVS Motor Company Shares Decline by 3.19% in Today's Session,"Despite the day's decline, TVS Motor Company's strong financial foundation and positive market sentiment suggest potential for recovery and growth.",https://www.moneycontrol.com/news/business/markets/tvs-motor-company-shares-decline-by-3-19-in-today-s-session-alpha-article-13017259.html,FORCEMOT.NS,0.504,negative
TVS Motor Company Shares Decline by 3.19% in Today's Session,"Despite the day's decline, TVS Motor Company's strong financial foundation and positive market sentiment suggest potential for recovery and growth.",https://www.moneycontrol.com/news/business/markets/tvs-motor-company-shares-decline-by-3-19-in-today-s-session-alpha-article-13017259.html,ASHOKLEY.NS,0.497,negative
TVS Motor Company Shares Decline by 3.19% in Today's Session,"Despite the day's decline, TVS Motor Company's strong financial foundation and positive market sentiment suggest potential for recovery and growth.",https://www.moneycontrol.com/news/business/markets/tvs-motor-company-shares-decline-by-3-19-in-today-s-session-alpha-article-13017259.html,TATACONSUM.NS,0.495,negative
Mahindra and Mahindra shares decline by 3.05% in today's session,"With Mahindra and Mahindra's stock currently trading at Rs 3,027.70, its performance and financial health remain critical for investors tracking the NIFTY 50 and NIFTY 100 indices.",https://www.moneycontrol.com/news/business/markets/mahindra-and-mahindra-shares-decline-by-3-05-in-today-s-session-alpha-article-13017248.html,M&M.NS,0.629,negative
Mahindra and Mahindra shares decline by 3.05% in today's session,"With Mahindra and Mahindra's stock currently trading at Rs 3,027.70, its performance and financial health remain critical for investors tracking the NIFTY 50 and NIFTY 100 indices.",https://www.moneycontrol.com/news/business/markets/mahindra-and-mahindra-shares-decline-by-3-05-in-today-s-session-alpha-article-13017248.html,M&MFIN.NS,0.623,negative
Mahindra and Mahindra shares decline by 3.05% in today's session,"With Mahindra and Mahindra's stock currently trading at Rs 3,027.70, its performance and financial health remain critical for investors tracking the NIFTY 50 and NIFTY 100 indices.",https://www.moneycontrol.com/news/business/markets/mahindra-and-mahindra-shares-decline-by-3-05-in-today-s-session-alpha-article-13017248.html,TECHM.NS,0.622,negative
Mahindra and Mahindra shares decline by 3.05% in today's session,"With Mahindra and Mahindra's stock currently trading at Rs 3,027.70, its performance and financial health remain critical for investors tracking the NIFTY 50 and NIFTY 100 indices.",https://www.moneycontrol.com/news/business/markets/mahindra-and-mahindra-shares-decline-by-3-05-in-today-s-session-alpha-article-13017248.html,KOTAKBANK.NS,0.58,negative
Mahindra and Mahindra shares decline by 3.05% in today's session,"With Mahindra and Mahindra's stock currently trading at Rs 3,027.70, its performance and financial health remain critical for investors tracking the NIFTY 50 and NIFTY 100 indices.",https://www.moneycontrol.com/news/business/markets/mahindra-and-mahindra-shares-decline-by-3-05-in-today-s-session-alpha-article-13017248.html,TATAMOTORS.NS,0.567,negative
United Spirits shares decline 3.01% in today's session,"With the stock's current price at Rs 1,543.00, United Spirits is currently trading lower, marking a notable shift in investor activity.",https://www.moneycontrol.com/news/business/markets/united-spirits-shares-decline-3-01-in-today-s-session-alpha-article-13017236.html,UBL.NS,0.572,negative
United Spirits shares decline 3.01% in today's session,"With the stock's current price at Rs 1,543.00, United Spirits is currently trading lower, marking a notable shift in investor activity.",https://www.moneycontrol.com/news/business/markets/united-spirits-shares-decline-3-01-in-today-s-session-alpha-article-13017236.html,RADICO.NS,0.562,negative
United Spirits shares decline 3.01% in today's session,"With the stock's current price at Rs 1,543.00, United Spirits is currently trading lower, marking a notable shift in investor activity.",https://www.moneycontrol.com/news/business/markets/united-spirits-shares-decline-3-01-in-today-s-session-alpha-article-13017236.html,GLOBUSSPR.NS,0.562,negative
United Spirits shares decline 3.01% in today's session,"With the stock's current price at Rs 1,543.00, United Spirits is currently trading lower, marking a notable shift in investor activity.",https://www.moneycontrol.com/news/business/markets/united-spirits-shares-decline-3-01-in-today-s-session-alpha-article-13017236.html,INDIAGLYCO.NS,0.553,negative
United Spirits shares decline 3.01% in today's session,"With the stock's current price at Rs 1,543.00, United Spirits is currently trading lower, marking a notable shift in investor activity.",https://www.moneycontrol.com/news/business/markets/united-spirits-shares-decline-3-01-in-today-s-session-alpha-article-13017236.html,ASALCBR.NS,0.545,negative
Torrent Pharmaceuticals shares decline 3.04% in today's session,"The recent decline in Torrent Pharmaceuticals' share price, coupled with its financial performance and key ratios, provides a comprehensive view for investors assessing the stock.",https://www.moneycontrol.com/news/business/markets/torrent-pharmaceuticals-shares-decline-3-04-in-today-s-session-alpha-article-13017176.html,TORNTPHARM.NS,0.602,negative
Torrent Pharmaceuticals shares decline 3.04% in today's session,"The recent decline in Torrent Pharmaceuticals' share price, coupled with its financial performance and key ratios, provides a comprehensive view for investors assessing the stock.",https://www.moneycontrol.com/news/business/markets/torrent-pharmaceuticals-shares-decline-3-04-in-today-s-session-alpha-article-13017176.html,TORNTPOWER.NS,0.517,negative
Torrent Pharmaceuticals shares decline 3.04% in today's session,"The recent decline in Torrent Pharmaceuticals' share price, coupled with its financial performance and key ratios, provides a comprehensive view for investors assessing the stock.",https://www.moneycontrol.com/news/business/markets/torrent-pharmaceuticals-shares-decline-3-04-in-today-s-session-alpha-article-13017176.html,SEQUENT.NS,0.507,negative
Torrent Pharmaceuticals shares decline 3.04% in today's session,"The recent decline in Torrent Pharmaceuticals' share price, coupled with its financial performance and key ratios, provides a comprehensive view for investors assessing the stock.",https://www.moneycontrol.com/news/business/markets/torrent-pharmaceuticals-shares-decline-3-04-in-today-s-session-alpha-article-13017176.html,63MOONS.NS,0.502,negative
Torrent Pharmaceuticals shares decline 3.04% in today's session,"The recent decline in Torrent Pharmaceuticals' share price, coupled with its financial performance and key ratios, provides a comprehensive view for investors assessing the stock.",https://www.moneycontrol.com/news/business/markets/torrent-pharmaceuticals-shares-decline-3-04-in-today-s-session-alpha-article-13017176.html,SHILPAMED.NS,0.5,negative
"Indian rupee ends 1.04% down in single day, most since 2022 amid escalating India-Pakistan tensions","Currency experts said that there was Reserve Bank of India’s (RBI) intervention in the market at 85.49 levels, which helped the levels to come down by 10 paise on foreign exchange.",https://www.moneycontrol.com/news/business/indian-rupee-depreciates-beyond-85-mark-as-india-pakistan-tensions-escalate-13017183.html,IEX.NS,0.535,negative
"Indian rupee ends 1.04% down in single day, most since 2022 amid escalating India-Pakistan tensions","Currency experts said that there was Reserve Bank of India’s (RBI) intervention in the market at 85.49 levels, which helped the levels to come down by 10 paise on foreign exchange.",https://www.moneycontrol.com/news/business/indian-rupee-depreciates-beyond-85-mark-as-india-pakistan-tensions-escalate-13017183.html,UNIONBANK.NS,0.528,negative
"Indian rupee ends 1.04% down in single day, most since 2022 amid escalating India-Pakistan tensions","Currency experts said that there was Reserve Bank of India’s (RBI) intervention in the market at 85.49 levels, which helped the levels to come down by 10 paise on foreign exchange.",https://www.moneycontrol.com/news/business/indian-rupee-depreciates-beyond-85-mark-as-india-pakistan-tensions-escalate-13017183.html,BSE.NS,0.525,negative
"Indian rupee ends 1.04% down in single day, most since 2022 amid escalating India-Pakistan tensions","Currency experts said that there was Reserve Bank of India’s (RBI) intervention in the market at 85.49 levels, which helped the levels to come down by 10 paise on foreign exchange.",https://www.moneycontrol.com/news/business/indian-rupee-depreciates-beyond-85-mark-as-india-pakistan-tensions-escalate-13017183.html,INDUSINDBK.NS,0.521,negative
"Indian rupee ends 1.04% down in single day, most since 2022 amid escalating India-Pakistan tensions","Currency experts said that there was Reserve Bank of India’s (RBI) intervention in the market at 85.49 levels, which helped the levels to come down by 10 paise on foreign exchange.",https://www.moneycontrol.com/news/business/indian-rupee-depreciates-beyond-85-mark-as-india-pakistan-tensions-escalate-13017183.html,HDFCBANK.NS,0.52,negative
Reduce Dabur India; target of Rs 450: Emkay Global Financial,"Emkay Global Financial recommended reduce rating on Dabur India with a target price of Rs 450 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/reduce-dabur-india-target-of-rs-450-emkay-global-financial-2-13017022.html,DABUR.NS,0.579,negative
Reduce Dabur India; target of Rs 450: Emkay Global Financial,"Emkay Global Financial recommended reduce rating on Dabur India with a target price of Rs 450 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/reduce-dabur-india-target-of-rs-450-emkay-global-financial-2-13017022.html,KRBL.NS,0.522,negative
Reduce Dabur India; target of Rs 450: Emkay Global Financial,"Emkay Global Financial recommended reduce rating on Dabur India with a target price of Rs 450 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/reduce-dabur-india-target-of-rs-450-emkay-global-financial-2-13017022.html,MCX.NS,0.511,negative
Reduce Dabur India; target of Rs 450: Emkay Global Financial,"Emkay Global Financial recommended reduce rating on Dabur India with a target price of Rs 450 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/reduce-dabur-india-target-of-rs-450-emkay-global-financial-2-13017022.html,TRENT.NS,0.508,negative
Reduce Dabur India; target of Rs 450: Emkay Global Financial,"Emkay Global Financial recommended reduce rating on Dabur India with a target price of Rs 450 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/reduce-dabur-india-target-of-rs-450-emkay-global-financial-2-13017022.html,KARURVYSYA.NS,0.507,negative
Adani Green Energy Limited Shares Decline Amid High Volume Trading,"Adani Green Energy Limited's stock movement reflects ongoing market dynamics, influenced by its financial performance and broader market factors. The company's inclusion in key indices highlights its significance in the Indian equity landscape.",https://www.moneycontrol.com/news/business/markets/adani-green-energy-limited-shares-decline-amid-high-volume-trading-alpha-article-13017160.html,ADANIGREEN.NS,0.674,negative
Adani Green Energy Limited Shares Decline Amid High Volume Trading,"Adani Green Energy Limited's stock movement reflects ongoing market dynamics, influenced by its financial performance and broader market factors. The company's inclusion in key indices highlights its significance in the Indian equity landscape.",https://www.moneycontrol.com/news/business/markets/adani-green-energy-limited-shares-decline-amid-high-volume-trading-alpha-article-13017160.html,IEX.NS,0.666,negative
Adani Green Energy Limited Shares Decline Amid High Volume Trading,"Adani Green Energy Limited's stock movement reflects ongoing market dynamics, influenced by its financial performance and broader market factors. The company's inclusion in key indices highlights its significance in the Indian equity landscape.",https://www.moneycontrol.com/news/business/markets/adani-green-energy-limited-shares-decline-amid-high-volume-trading-alpha-article-13017160.html,ADANIENT.NS,0.645,negative
Adani Green Energy Limited Shares Decline Amid High Volume Trading,"Adani Green Energy Limited's stock movement reflects ongoing market dynamics, influenced by its financial performance and broader market factors. The company's inclusion in key indices highlights its significance in the Indian equity landscape.",https://www.moneycontrol.com/news/business/markets/adani-green-energy-limited-shares-decline-amid-high-volume-trading-alpha-article-13017160.html,ATGL.NS,0.639,negative
Adani Green Energy Limited Shares Decline Amid High Volume Trading,"Adani Green Energy Limited's stock movement reflects ongoing market dynamics, influenced by its financial performance and broader market factors. The company's inclusion in key indices highlights its significance in the Indian equity landscape.",https://www.moneycontrol.com/news/business/markets/adani-green-energy-limited-shares-decline-amid-high-volume-trading-alpha-article-13017160.html,ADANIPOWER.NS,0.629,negative
Buy Coal India; target of Rs 475: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Coal India with a target price of Rs 475 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-coal-india-target-of-rs-475-emkay-global-financial-13017019.html,COALINDIA.NS,0.621,neutral
Buy Coal India; target of Rs 475: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Coal India with a target price of Rs 475 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-coal-india-target-of-rs-475-emkay-global-financial-13017019.html,IEX.NS,0.566,neutral
Buy Coal India; target of Rs 475: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Coal India with a target price of Rs 475 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-coal-india-target-of-rs-475-emkay-global-financial-13017019.html,GPIL.NS,0.556,neutral
Buy Coal India; target of Rs 475: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Coal India with a target price of Rs 475 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-coal-india-target-of-rs-475-emkay-global-financial-13017019.html,RPOWER.NS,0.555,neutral
Buy Coal India; target of Rs 475: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Coal India with a target price of Rs 475 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-coal-india-target-of-rs-475-emkay-global-financial-13017019.html,SARDAEN.NS,0.554,neutral
Buy Godrej Consumer Products; target of Rs 1400: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Godrej Consumer Products with a target price of Rs 1400 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-godrej-consumer-products-target-of-rs-1400-emkay-global-financial-13017013.html,GODREJCP.NS,0.684,neutral
Buy Godrej Consumer Products; target of Rs 1400: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Godrej Consumer Products with a target price of Rs 1400 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-godrej-consumer-products-target-of-rs-1400-emkay-global-financial-13017013.html,GODREJAGRO.NS,0.644,neutral
Buy Godrej Consumer Products; target of Rs 1400: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Godrej Consumer Products with a target price of Rs 1400 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-godrej-consumer-products-target-of-rs-1400-emkay-global-financial-13017013.html,GODREJIND.NS,0.638,neutral
Buy Godrej Consumer Products; target of Rs 1400: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Godrej Consumer Products with a target price of Rs 1400 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-godrej-consumer-products-target-of-rs-1400-emkay-global-financial-13017013.html,GODREJPROP.NS,0.58,neutral
Buy Godrej Consumer Products; target of Rs 1400: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Godrej Consumer Products with a target price of Rs 1400 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-godrej-consumer-products-target-of-rs-1400-emkay-global-financial-13017013.html,BAJAJELEC.NS,0.56,neutral
Varun Beverages shares decline 3.19% in today's session,"With a current price of Rs 496.25, Varun Beverages' stock performance reflects the prevailing market conditions and investor reactions to the company's financial health and future outlook.",https://www.moneycontrol.com/news/business/markets/varun-beverages-shares-decline-3-19-in-today-s-session-alpha-article-13017136.html,VBL.NS,0.64,negative
Varun Beverages shares decline 3.19% in today's session,"With a current price of Rs 496.25, Varun Beverages' stock performance reflects the prevailing market conditions and investor reactions to the company's financial health and future outlook.",https://www.moneycontrol.com/news/business/markets/varun-beverages-shares-decline-3-19-in-today-s-session-alpha-article-13017136.html,PARAGMILK.NS,0.559,negative
Varun Beverages shares decline 3.19% in today's session,"With a current price of Rs 496.25, Varun Beverages' stock performance reflects the prevailing market conditions and investor reactions to the company's financial health and future outlook.",https://www.moneycontrol.com/news/business/markets/varun-beverages-shares-decline-3-19-in-today-s-session-alpha-article-13017136.html,ASALCBR.NS,0.551,negative
Varun Beverages shares decline 3.19% in today's session,"With a current price of Rs 496.25, Varun Beverages' stock performance reflects the prevailing market conditions and investor reactions to the company's financial health and future outlook.",https://www.moneycontrol.com/news/business/markets/varun-beverages-shares-decline-3-19-in-today-s-session-alpha-article-13017136.html,RADICO.NS,0.547,negative
Varun Beverages shares decline 3.19% in today's session,"With a current price of Rs 496.25, Varun Beverages' stock performance reflects the prevailing market conditions and investor reactions to the company's financial health and future outlook.",https://www.moneycontrol.com/news/business/markets/varun-beverages-shares-decline-3-19-in-today-s-session-alpha-article-13017136.html,HINDUNILVR.NS,0.547,negative
Buy Bank of Baroda; target of Rs 280: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Bank of Baroda with a target price of Rs 280 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-bank-of-baroda-target-of-rs-280-emkay-global-financial-13017016.html,BANKBARODA.NS,0.603,neutral
Buy Bank of Baroda; target of Rs 280: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Bank of Baroda with a target price of Rs 280 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-bank-of-baroda-target-of-rs-280-emkay-global-financial-13017016.html,BANCOINDIA.NS,0.543,neutral
Buy Bank of Baroda; target of Rs 280: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Bank of Baroda with a target price of Rs 280 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-bank-of-baroda-target-of-rs-280-emkay-global-financial-13017016.html,UNIONBANK.NS,0.542,neutral
Buy Bank of Baroda; target of Rs 280: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Bank of Baroda with a target price of Rs 280 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-bank-of-baroda-target-of-rs-280-emkay-global-financial-13017016.html,CARERATING.NS,0.539,neutral
Buy Bank of Baroda; target of Rs 280: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Bank of Baroda with a target price of Rs 280 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-bank-of-baroda-target-of-rs-280-emkay-global-financial-13017016.html,KTKBANK.NS,0.539,neutral
Buy Sonata Software; target of Rs 475: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Sonata Software with a target price of Rs 475 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-sonata-software-target-of-rs-475-emkay-global-financial-13017012.html,SONATSOFTW.NS,0.67,neutral
Buy Sonata Software; target of Rs 475: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Sonata Software with a target price of Rs 475 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-sonata-software-target-of-rs-475-emkay-global-financial-13017012.html,63MOONS.NS,0.556,neutral
Buy Sonata Software; target of Rs 475: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Sonata Software with a target price of Rs 475 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-sonata-software-target-of-rs-475-emkay-global-financial-13017012.html,IEX.NS,0.544,neutral
Buy Sonata Software; target of Rs 475: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Sonata Software with a target price of Rs 475 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-sonata-software-target-of-rs-475-emkay-global-financial-13017012.html,CARERATING.NS,0.538,neutral
Buy Sonata Software; target of Rs 475: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Sonata Software with a target price of Rs 475 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-sonata-software-target-of-rs-475-emkay-global-financial-13017012.html,AURIONPRO.NS,0.538,neutral
Buy Punjab National Bank; target of Rs 125: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Punjab National Bank with a target price of Rs 125 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-punjab-national-bank-target-of-rs-125-emkay-global-financial-2-13017004.html,PNB.NS,0.656,neutral
Buy Punjab National Bank; target of Rs 125: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Punjab National Bank with a target price of Rs 125 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-punjab-national-bank-target-of-rs-125-emkay-global-financial-2-13017004.html,PSB.NS,0.602,neutral
Buy Punjab National Bank; target of Rs 125: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Punjab National Bank with a target price of Rs 125 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-punjab-national-bank-target-of-rs-125-emkay-global-financial-2-13017004.html,KOTAKBANK.NS,0.545,neutral
Buy Punjab National Bank; target of Rs 125: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Punjab National Bank with a target price of Rs 125 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-punjab-national-bank-target-of-rs-125-emkay-global-financial-2-13017004.html,FEDERALBNK.NS,0.543,neutral
Buy Punjab National Bank; target of Rs 125: Emkay Global Financial,"Emkay Global Financial recommended buy rating on Punjab National Bank with a target price of Rs 125 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-punjab-national-bank-target-of-rs-125-emkay-global-financial-2-13017004.html,UNIONBANK.NS,0.542,neutral
Buy HPCL; target of Rs 500: Emkay Global Financial,"Emkay Global Financial recommended buy rating on HPCL with a target price of Rs 500 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-hpcl-target-of-rs-500-emkay-global-financial-2-13017002.html,HPL.NS,0.597,neutral
Buy HPCL; target of Rs 500: Emkay Global Financial,"Emkay Global Financial recommended buy rating on HPCL with a target price of Rs 500 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-hpcl-target-of-rs-500-emkay-global-financial-2-13017002.html,HDFCLIFE.NS,0.546,neutral
Buy HPCL; target of Rs 500: Emkay Global Financial,"Emkay Global Financial recommended buy rating on HPCL with a target price of Rs 500 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-hpcl-target-of-rs-500-emkay-global-financial-2-13017002.html,HFCL.NS,0.546,neutral
Buy HPCL; target of Rs 500: Emkay Global Financial,"Emkay Global Financial recommended buy rating on HPCL with a target price of Rs 500 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-hpcl-target-of-rs-500-emkay-global-financial-2-13017002.html,GHCL.NS,0.531,neutral
Buy HPCL; target of Rs 500: Emkay Global Financial,"Emkay Global Financial recommended buy rating on HPCL with a target price of Rs 500 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-hpcl-target-of-rs-500-emkay-global-financial-2-13017002.html,CARERATING.NS,0.53,neutral
Asian Paints Q4 Results: Net profit falls 45% on-year to Rs 692 crore; Rs 20.55 per share dividend declared,Asian Paints Q4 FY25 Results: India's largest paints maker declared its fiscal fourth quarter financial results today.,https://www.moneycontrol.com/news/business/earnings/asian-paints-q4-results-net-profit-falls-45-on-year-to-rs-692-crore-rs-20-55-per-share-dividend-declared-13016960.html,ASIANPAINT.NS,0.679,negative
Asian Paints Q4 Results: Net profit falls 45% on-year to Rs 692 crore; Rs 20.55 per share dividend declared,Asian Paints Q4 FY25 Results: India's largest paints maker declared its fiscal fourth quarter financial results today.,https://www.moneycontrol.com/news/business/earnings/asian-paints-q4-results-net-profit-falls-45-on-year-to-rs-692-crore-rs-20-55-per-share-dividend-declared-13016960.html,BERGEPAINT.NS,0.625,negative
Asian Paints Q4 Results: Net profit falls 45% on-year to Rs 692 crore; Rs 20.55 per share dividend declared,Asian Paints Q4 FY25 Results: India's largest paints maker declared its fiscal fourth quarter financial results today.,https://www.moneycontrol.com/news/business/earnings/asian-paints-q4-results-net-profit-falls-45-on-year-to-rs-692-crore-rs-20-55-per-share-dividend-declared-13016960.html,SUDARSCHEM.NS,0.598,negative
Asian Paints Q4 Results: Net profit falls 45% on-year to Rs 692 crore; Rs 20.55 per share dividend declared,Asian Paints Q4 FY25 Results: India's largest paints maker declared its fiscal fourth quarter financial results today.,https://www.moneycontrol.com/news/business/earnings/asian-paints-q4-results-net-profit-falls-45-on-year-to-rs-692-crore-rs-20-55-per-share-dividend-declared-13016960.html,NATIONALUM.NS,0.567,negative
Asian Paints Q4 Results: Net profit falls 45% on-year to Rs 692 crore; Rs 20.55 per share dividend declared,Asian Paints Q4 FY25 Results: India's largest paints maker declared its fiscal fourth quarter financial results today.,https://www.moneycontrol.com/news/business/earnings/asian-paints-q4-results-net-profit-falls-45-on-year-to-rs-692-crore-rs-20-55-per-share-dividend-declared-13016960.html,DEEPAKNTR.NS,0.564,negative
India VIX soars 11% as market volatility spikes on geopolitical tensions,"Volatility spiked in Indian markets on May 8, with India VIX crossing the 20 mark as geopolitical tensions weighed on sentiment.",https://www.moneycontrol.com/news/business/markets/india-vix-tops-20-as-market-volatility-spikes-on-geopolitical-tensions-13017127.html,MCX.NS,0.53,positive
